MASA PEROLEHAN,NILAI PEROLEHAN,Aset_Baru,Perolehan_Mahal,Akum_Jan_Tinggi,Akum_Des_Tinggi,S1_DiAtasRata,S2_DiAtasRata,Selisih_Semester,Umur_Aset,Penyusutan Semester 1,Penyusutan Semester 2
2023,10500000.0,1,1,0,1,1,1,0.0,2,1050000.0,1050000.0
2013,8754800.0,0,1,1,1,0,0,0.0,12,0.0,0.0
2023,9401117.0,1,1,0,1,1,1,0.0,2,940112.0,940112.0
2024,122000000.0,1,1,0,1,1,1,0.0,1,12200000.0,12200000.0
2024,2979000.0,1,0,0,0,1,1,0.0,1,297900.0,297900.0
2016,10000000.0,0,1,1,1,0,0,0.0,9,0.0,0.0
2016,10000000.0,0,1,1,1,0,0,0.0,9,0.0,0.0
2019,6200000.0,1,1,1,1,0,0,0.0,6,0.0,0.0
2019,6200000.0,1,1,1,1,0,0,0.0,6,0.0,0.0
2019,6200000.0,1,1,1,1,0,0,0.0,6,0.0,0.0
2019,5300000.0,1,1,1,1,0,0,0.0,6,0.0,0.0
2019,5300000.0,1,1,1,1,0,0,0.0,6,0.0,0.0
2019,5300000.0,1,1,1,1,0,0,0.0,6,0.0,0.0
2019,5300000.0,1,1,1,1,0,0,0.0,6,0.0,0.0
2019,5300000.0,1,1,1,1,0,0,0.0,6,0.0,0.0
2019,5300000.0,1,1,1,1,0,0,0.0,6,0.0,0.0
2019,5300000.0,1,1,1,1,0,0,0.0,6,0.0,0.0
2019,5300000.0,1,1,1,1,0,0,0.0,6,0.0,0.0
2019,5300000.0,1,1,1,1,0,0,0.0,6,0.0,0.0
2019,6200000.0,1,1,1,1,0,0,0.0,6,0.0,0.0
2021,6550000.0,1,1,1,1,1,1,0.0,4,655000.0,655000.0
2021,6550000.0,1,1,1,1,1,1,0.0,4,655000.0,655000.0
2022,8695000.0,1,1,1,1,1,1,0.0,3,869500.0,869500.0
2022,8695000.0,1,1,1,1,1,1,0.0,3,869500.0,869500.0
2022,11750000.0,1,1,1,1,1,1,0.0,3,1175000.0,1175000.0
2024,12275000.0,1,1,0,0,1,1,0.0,1,1227500.0,1227500.0
2024,12275000.0,1,1,0,0,1,1,0.0,1,1227500.0,1227500.0
2016,9430000.0,0,1,1,1,0,0,0.0,9,0.0,0.0
2019,5800000.0,1,1,1,1,0,0,0.0,6,0.0,0.0
2019,5800000.0,1,1,1,1,0,0,0.0,6,0.0,0.0
2019,5800000.0,1,1,1,1,0,0,0.0,6,0.0,0.0
2019,5800000.0,1,1,1,1,0,0,0.0,6,0.0,0.0
2019,5800000.0,1,1,1,1,0,0,0.0,6,0.0,0.0
2019,9300000.0,1,1,1,1,0,0,0.0,6,0.0,0.0
2021,6750000.0,1,1,1,1,1,1,0.0,4,675000.0,675000.0
2021,6750000.0,1,1,1,1,1,1,0.0,4,675000.0,675000.0
2021,6750000.0,1,1,1,1,1,1,0.0,4,675000.0,675000.0
2022,12925000.0,1,1,1,1,1,1,0.0,3,1292500.0,1292500.0
2024,14900000.0,1,1,0,1,1,1,0.0,1,1490000.0,1490000.0
2024,15260000.0,1,1,0,1,1,1,0.0,1,1526000.0,1526000.0
2024,15260000.0,1,1,0,1,1,1,0.0,1,1526000.0,1526000.0
2018,4435000.0,0,1,1,1,0,0,0.0,7,0.0,0.0
2018,4435000.0,0,1,1,1,0,0,0.0,7,0.0,0.0
2018,4435000.0,0,1,1,1,0,0,0.0,7,0.0,0.0
2018,4435000.0,0,1,1,1,0,0,0.0,7,0.0,0.0
2018,4435000.0,0,1,1,1,0,0,0.0,7,0.0,0.0
2018,4435000.0,0,1,1,1,0,0,0.0,7,0.0,0.0
2021,4500000.0,1,1,1,1,1,1,0.0,4,450000.0,450000.0
2021,4500000.0,1,1,1,1,1,1,0.0,4,450000.0,450000.0
2021,8500000.0,1,1,1,1,1,1,0.0,4,850000.0,850000.0
2024,40150000.0,1,1,0,1,1,1,0.0,1,4015000.0,4015000.0
2018,7800000.0,0,1,1,1,0,0,0.0,7,0.0,0.0
2009,1250000.0,0,0,0,0,0,0,0.0,16,0.0,0.0
2016,1700000.0,0,0,0,0,0,0,0.0,9,0.0,0.0
2016,1700000.0,0,0,0,0,0,0,0.0,9,0.0,0.0
2016,1700000.0,0,0,0,0,0,0,0.0,9,0.0,0.0
2024,6325000.0,1,1,0,0,1,1,0.0,1,632500.0,632500.0
2019,2400000.0,1,0,1,0,0,0,0.0,6,0.0,0.0
2019,2400000.0,1,0,1,0,0,0,0.0,6,0.0,0.0
2019,2400000.0,1,0,1,0,0,0,0.0,6,0.0,0.0
2019,2400000.0,1,0,1,0,0,0,0.0,6,0.0,0.0
2019,2400000.0,1,0,1,0,0,0,0.0,6,0.0,0.0
2019,2400000.0,1,0,1,0,0,0,0.0,6,0.0,0.0
2019,2400000.0,1,0,1,0,0,0,0.0,6,0.0,0.0
2019,2400000.0,1,0,1,0,0,0,0.0,6,0.0,0.0
2019,2400000.0,1,0,1,0,0,0,0.0,6,0.0,0.0
2019,2400000.0,1,0,1,0,0,0,0.0,6,0.0,0.0
2019,2400000.0,1,0,1,0,0,0,0.0,6,0.0,0.0
2019,2400000.0,1,0,1,0,0,0,0.0,6,0.0,0.0
2019,2400000.0,1,0,1,0,0,0,0.0,6,0.0,0.0
2019,2400000.0,1,0,1,0,0,0,0.0,6,0.0,0.0
2019,2400000.0,1,0,1,0,0,0,0.0,6,0.0,0.0
2019,2400000.0,1,0,1,0,0,0,0.0,6,0.0,0.0
2019,3190080.0,1,0,1,1,0,0,0.0,6,0.0,0.0
2022,2150000.0,1,0,0,0,0,0,0.0,3,215000.0,215000.0
2022,2150000.0,1,0,0,0,0,0,0.0,3,215000.0,215000.0
2022,2470000.0,1,0,0,0,0,0,0.0,3,247000.0,247000.0
2022,2470000.0,1,0,0,0,0,0,0.0,3,247000.0,247000.0
2022,2470000.0,1,0,0,0,0,0,0.0,3,247000.0,247000.0
2022,2470000.0,1,0,0,0,0,0,0.0,3,247000.0,247000.0
2022,2900000.0,1,0,0,0,1,1,0.0,3,290000.0,290000.0
2022,2900000.0,1,0,0,0,1,1,0.0,3,290000.0,290000.0
2024,3200000.0,1,0,0,0,1,1,0.0,1,320000.0,320000.0
2024,3200000.0,1,0,0,0,1,1,0.0,1,320000.0,320000.0
2024,3200000.0,1,0,0,0,1,1,0.0,1,320000.0,320000.0
2024,3200000.0,1,0,0,0,1,1,0.0,1,320000.0,320000.0
2022,6000000.0,1,1,1,1,1,1,0.0,3,600000.0,600000.0
2022,2737750.0,1,0,0,0,1,1,0.0,3,273775.0,273775.0
2023,5119000.0,1,1,0,0,1,1,0.0,2,511900.0,511900.0
2023,5119000.0,1,1,0,0,1,1,0.0,2,511900.0,511900.0
2020,875000.0,1,0,0,0,0,0,0.0,5,87500.0,87500.0
